,22.235,22.5,23.035,23.835,25.0,26.235,28.0,30.0,51.25,51.76,52.28,52.8,53.34,53.85,54.4,54.94,55.5,56.02,56.66,57.29,57.96,58.8,temperature,humidity,pressure,Bottom,Top
0,39.99135,40.16395,38.10761,33.50822,28.94035,26.83408,26.31075,27.30149,115.59841000000002,130.71457,151.61747,178.82551999999998,211.2342,239.76602000000003,260.3966,269.5149,272.88292,274.26192000000003,275.25625,275.83468999999997,276.19198,276.41303999999997,278.278,63.083,981.55,1809.0,8909.0
1,17.44281,17.55784,17.0048,15.4066,13.357,12.137789999999999,11.54025,11.71257,94.45262,111.51902,135.31766000000002,166.51753,203.95057,237.1982,261.53445,272.46911,276.52456,278.1228,279.24793999999997,279.91297000000003,280.33556,280.60287999999997,282.35,37.6,979.5,8159.0,9409.0
2,16.0623,16.163420000000002,15.67565,14.315079999999998,12.5946,11.58287,11.12683,11.363430000000001,93.85268,110.91068999999999,134.70283,165.89875,203.31954,236.50869,260.62007,271.0857,274.44892000000004,275.37356,275.79398,275.94641,275.99998,276.01178,274.125,83.0,978.608,0.0,0.0
3,28.35156,28.41481,26.560959999999998,22.38514,17.85291,15.31381,13.85702,13.631210000000001,95.78797,112.72975,136.43121000000002,167.59571,205.11312,238.62048,263.35334,274.57934,278.71316,280.24183,281.23208,281.78372,282.12509,282.3383,283.511,45.9,973.82,4909.0,10000.0
4,27.53605,27.719179999999998,26.535390000000003,23.04429,18.6551,16.02047,14.446520000000001,14.156789999999999,96.28430999999999,113.06048,136.49608999999998,167.30605,204.43636999999998,237.63868,262.13531,273.13993,276.98746,278.22254,278.87931000000003,279.16896,279.30993,279.37806,277.266,84.8,973.2,5409.0,5659.0
5,23.85825,24.04159,23.20085,20.47363,16.87017,14.66448,13.36379,13.18162,94.23814,111.25358999999999,135.14373,166.71077,205.01587,239.68274,265.85094,278.19686,282.99113,284.79637,285.92601,286.53276,286.90066,287.12602000000004,287.814,40.8,966.8,0.0,0.0
6,26.02567,26.21228,25.21329,22.16645,18.18529,15.71871,14.22146,13.949329999999998,95.43484000000001,112.3662,136.09714,167.37483999999998,205.16178,239.09224,264.27251,275.62878,279.50684,280.62796000000003,281.1344,281.31347,281.3756,281.38901,277.962,87.333,968.46,0.0,0.0
7,31.197670000000002,31.34827,29.66483,25.28716,20.082160000000002,17.00055,15.116810000000001,14.66567,95.79765,112.82225,136.7627,168.37892,206.61491999999998,241.02787999999998,266.73942999999997,278.59921,282.96558999999996,284.49037999999996,285.41505,285.91539,286.22551,286.42055,288.564,46.8,965.52,5159.0,8659.0
8,36.26683,36.44014,34.43482,29.19233,22.89174,19.121589999999998,16.75905,16.09052,97.6508,114.46978,138.07432,169.19224,206.74223999999998,240.40221,265.35227000000003,276.65712,280.65467,281.96071,282.69197,283.04415,283.23429,283.3376,281.614,79.8,967.84,6409.0,10000.0
9,28.98593,29.086579999999998,27.33963,23.12377,18.3767,15.671779999999998,14.084079999999998,13.781089999999999,95.14186,112.24331000000001,136.27051,167.98322,206.3388,240.88777000000002,266.79226,278.91154,283.60519,285.42028,286.61397999999997,287.28236,287.69773,287.95621,289.074,44.067,967.707,4409.0,9659.0
10,35.08012,35.29736,33.647040000000004,28.96201,23.039920000000002,19.38964,17.07615,16.43668,99.26262,115.95924,139.25179,169.81411,206.56583999999998,239.38137999999998,263.59472,274.52783,278.44004,279.78686,280.59445,281.01686,281.26729,281.41934,282.652,78.1,975.95,2209.0,2859.0
11,34.64947,34.84017,33.08061,28.29973,22.42216,18.863970000000002,16.63927,16.04599,98.84317,115.56443,138.89192,169.50908,206.35728999999998,239.31096000000002,263.71506,274.85537999999997,278.98986,280.53288,281.54319,282.11217999999997,282.4664,282.68838,284.768,64.0,977.0,3159.0,4659.0
12,28.195190000000004,28.39772,27.29409,23.918789999999998,19.49386,16.747870000000002,15.066770000000002,14.727120000000001,97.40751,114.10748000000001,137.36781000000002,167.85388,204.46156000000002,237.01705,260.74269,271.01594,274.19826,274.95937000000004,275.22764,275.28905,275.29177000000004,275.27828999999997,275.542,81.6,977.16,0.0,0.0
13,33.89347,34.0653,32.26443,27.488220000000002,21.71779,18.27149,16.1413,15.59116,97.75298000000001,114.49861000000001,137.91188,168.70096999999998,205.81328,239.04797000000002,263.65172,274.79175,278.78394,280.18344,281.07582,281.58166,281.90117999999995,282.10416000000004,284.153,60.2,972.35,5659.0,10000.0
14,35.15254,35.3289,33.42419,28.348209999999998,22.26081,18.66341,16.453470000000003,15.88049,98.30066,114.80578,137.81049,168.0138,204.40723,236.96471,260.95482000000004,271.6265,275.24744,276.39761,277.0801,277.45248,277.68215,277.82581,280.012,67.3,973.52,1809.0,9159.0
