,0.001km,0.025km,0.05km,0.075km,0.1km,0.125km,0.15km,0.175km,0.2km,0.225km,0.25km,0.275km,0.3km,0.325km,0.35km,0.375km,0.4km,0.425km,0.45km,0.475km,0.5km,0.55km,0.6km,0.65km,0.7km,0.75km,0.8km,0.85km,0.9km,0.95km,1.0km,1.05km,1.1km,1.15km,1.2km,1.25km,1.3km,1.35km,1.4km,1.45km,1.5km,1.55km,1.6km,1.65km,1.7km,1.75km,1.8km,1.85km,1.9km,1.95km,2.0km,2.25km,2.5km,2.75km,3.0km,3.25km,3.5km,3.75km,4.0km,4.25km,4.5km,4.75km,5.0km,5.25km,5.5km,5.75km,6.0km,6.25km,6.5km,6.75km,7.0km,7.25km,7.5km,7.75km,8.0km,8.25km,8.5km,8.75km,9.0km,9.25km,9.5km,9.75km,10.0km
99,290.646,291.484,291.406,291.23,291.272,291.276,291.104,291.01,291.14,291.222,291.206,291.252,291.113,291.115,290.95,290.77,290.632,290.502,290.335,290.168,290.032,289.678,289.438,289.105,288.638,288.326,288.286,288.312,288.034,287.77,287.34,286.884,286.425,286.115,285.911,285.627,285.75,285.486,285.293,284.876,284.42,283.97,283.489,283.037,282.55,282.143,282.077,281.9,281.512,281.036,280.52,278.8,277.28,274.84,272.985,272.067,270.385,268.31,267.222,266.278,264.984,262.865,260.81,258.616,256.474,255.033,253.298,251.608,250.486,248.023,245.489,243.683,241.263,239.232,237.182,234.93,233.383,231.55,229.717,227.632,225.838,223.82,221.25
100,280.677,282.013,282.75,283.5,283.74,283.739,284.127,284.117,283.95,283.779,283.728,283.665,284.933,285.068,285.19,286.004,286.38,286.47,286.42,286.502,286.28,286.18,286.52,286.37,286.07,285.742,285.321,285.619,285.568,285.245,285.107,284.81,284.65,284.592,284.532,284.286,283.913,283.466,282.983,282.563,282.327,282.179,281.942,281.68,281.225,280.765,280.37,280.036,280.216,280.146,280.097,279.25,277.55,275.587,274.61,272.777,271.527,269.682,267.697,266.3,264.713,264.25,263.095,261.19,258.95,257.776,256.14,254.05,252.01,249.557,247.31,245.06,242.66,240.264,238.204,235.923,233.888,231.73,229.496,227.022,224.84,222.423,220.614
101,291.878,292.156,291.985,291.85,291.686,291.478,291.264,291.32,291.182,290.953,290.753,290.53,290.33,290.252,290.075,289.968,289.972,289.825,289.687,289.59,289.518,289.548,289.42,289.075,288.782,288.58,288.115,287.79,287.786,288.468,288.72,288.952,289.364,288.88,288.4,287.917,287.473,287.225,286.957,286.634,286.259,285.837,285.368,284.963,284.589,284.13,283.73,283.198,282.77,282.308,281.824,279.787,277.49,275.279,273.57,272.877,271.14,268.93,269.101,267.23,265.238,262.93,264.58,262.543,260.25,259.125,257.145,255.032,252.938,250.49,248.075,245.588,243.25,241.07,239.137,237.08,234.63,232.377,230.334,228.498,226.348,224.268,222.142
102,286.362,286.45,286.26,286.284,286.198,285.929,285.966,286.485,287.278,287.504,287.428,287.277,288.13,287.886,287.741,287.622,287.424,287.384,287.142,286.918,286.657,286.703,286.266,285.84,285.43,285.82,285.424,285.6,285.455,285.374,285.213,284.87,284.325,284.08,283.74,283.423,283.025,283.09,282.868,282.523,282.21,281.958,281.706,281.48,282.146,281.8,281.44,281.238,280.962,280.418,279.913,278.466,277.01,274.833,274.138,271.84,269.467,269.023,268.669,267.822,266.51,265.115,264.15,262.254,259.79,257.005,254.957,252.857,250.518,248.758,246.562,245.61,243.893,242.847,241.293,238.883,236.622,234.276,231.88,229.453,227.17,224.377,222.16
103,291.67,291.898,292.012,291.882,291.818,291.67,291.6,291.462,291.339,291.188,290.994,290.806,290.677,290.556,290.51,290.461,290.366,290.286,290.083,289.824,289.608,289.136,288.66,288.232,287.935,287.605,287.198,286.76,286.278,285.802,285.31,284.89,284.544,284.11,283.89,283.991,283.744,283.766,283.95,283.505,283.183,283.162,282.946,282.68,282.307,281.862,281.34,280.857,280.365,279.877,279.463,277.397,275.414,273.64,273.895,273.442,272.3,271.19,269.767,268.321,266.61,265.03,264.12,262.934,261.249,258.453,256.92,255.103,253.023,251.163,249.138,247.14,245.0,242.82,241.19,239.21,237.492,235.368,232.908,230.526,228.376,226.419,225.203
104,285.474,285.286,285.06,284.9,284.75,284.752,284.602,284.494,284.365,284.18,284.22,284.288,284.37,284.2,284.007,283.82,283.775,283.794,283.706,283.466,283.24,282.808,282.739,282.37,281.916,281.522,281.098,280.673,280.376,280.11,279.832,279.585,279.403,279.11,278.89,278.67,278.425,278.19,277.936,277.695,277.437,277.157,276.916,276.7,276.404,276.074,275.72,275.338,275.13,274.901,274.58,273.192,271.924,270.708,269.576,268.47,268.232,269.3,268.02,266.767,265.318,263.851,262.429,260.966,259.454,258.53,256.857,255.668,254.211,251.956,249.9,248.305,246.46,244.412,242.298,240.073,238.12,235.771,233.65,231.351,229.13,228.0,226.612
105,288.068,288.362,288.4,288.42,288.38,288.22,288.068,287.943,287.769,287.628,287.53,287.453,287.318,287.28,287.524,287.465,287.275,287.113,287.0,286.806,286.57,286.14,285.827,285.54,285.096,284.74,284.377,284.02,283.592,283.31,283.14,282.782,282.364,281.99,282.057,281.96,282.118,281.802,281.412,281.414,280.91,280.583,280.103,279.652,279.15,278.73,278.39,277.962,277.462,277.112,277.146,274.82,272.779,270.625,268.893,267.43,266.452,266.243,265.71,265.533,264.79,263.122,260.56,258.403,258.143,256.553,254.635,252.755,251.814,250.15,248.35,246.375,244.42,242.295,240.122,237.793,235.773,233.77,231.632,229.27,227.207,225.87,224.754
106,281.774,282.748,283.898,284.22,284.265,284.207,284.461,284.552,284.505,284.458,284.582,284.56,284.54,284.508,285.122,285.144,285.283,285.325,285.445,285.41,285.424,285.362,285.695,285.395,285.27,285.636,285.635,285.44,285.141,284.8,284.518,284.447,284.425,284.55,284.25,283.92,283.491,283.064,282.69,282.271,281.79,281.36,280.93,280.52,280.085,279.74,279.313,278.812,278.39,277.95,277.43,275.113,272.763,270.284,269.157,269.927,268.82,267.25,265.166,263.133,262.045,262.153,261.567,259.74,257.743,255.43,253.155,250.85,248.45,245.77,243.568,241.738,240.825,238.913,236.42,234.627,232.627,230.37,228.608,226.61,224.17,221.669,220.649
107,292.71,296.598,296.828,296.973,296.82,296.588,296.432,296.196,295.957,295.712,295.47,295.24,294.985,294.746,294.483,294.215,293.98,293.732,293.513,294.166,294.048,294.475,294.155,293.973,293.602,293.158,292.75,292.31,291.89,291.46,291.002,290.553,290.156,289.71,289.26,288.837,288.52,288.065,287.76,287.435,286.987,286.506,286.096,285.713,285.22,284.797,284.434,284.08,283.574,283.26,282.935,280.994,278.932,276.634,274.45,272.428,270.352,268.004,266.488,264.423,262.015,260.516,258.43,256.556,254.353,252.242,250.82,248.81,246.843,244.995,242.97,241.41,239.438,237.554,235.863,233.486,232.002,229.72,227.776,225.95,224.13,222.31,220.187
108,283.656,284.684,285.132,286.047,286.69,287.146,287.235,287.24,287.196,287.056,287.39,287.87,288.876,288.833,288.58,288.81,289.43,290.053,289.949,290.066,290.646,290.664,290.68,290.367,289.99,289.861,289.963,289.895,289.487,289.01,288.57,288.121,287.686,287.403,287.1,286.764,286.616,286.187,285.795,285.48,285.08,284.578,284.27,284.042,283.72,283.41,282.99,282.615,282.383,282.114,282.1,280.312,278.58,276.575,274.275,272.16,269.66,267.42,265.297,264.9,264.263,262.637,260.57,258.43,256.767,254.99,253.687,252.1,250.397,248.32,247.22,245.015,243.05,241.003,238.613,236.41,234.128,231.574,229.07,226.988,225.251,223.03,220.923
109,293.791,294.212,294.083,293.956,294.09,293.953,293.675,293.451,293.313,293.274,293.023,292.828,292.621,292.374,292.194,291.999,291.796,291.576,291.394,291.23,291.049,290.828,290.56,290.41,289.994,289.524,289.096,288.62,288.166,287.836,287.53,287.188,286.88,286.761,286.36,285.99,285.46,285.197,284.825,284.556,284.412,284.545,284.25,283.939,283.505,283.028,282.542,282.113,281.67,281.185,280.76,280.64,279.52,277.216,274.78,273.208,272.163,271.666,271.052,269.068,267.257,265.65,263.843,262.49,260.27,258.038,256.053,253.87,252.02,249.758,248.102,246.084,243.715,241.312,238.881,236.676,234.68,232.745,230.69,228.283,226.353,224.64,222.215
110,286.212,286.65,286.52,286.27,286.112,285.965,285.82,285.67,285.5,285.328,285.289,285.192,285.365,285.662,285.585,285.367,285.21,285.024,285.025,285.101,285.062,284.644,284.234,283.86,283.37,282.95,282.54,282.148,281.68,281.33,280.84,280.428,280.548,280.52,280.124,279.739,279.453,279.279,279.132,278.903,278.555,278.305,278.342,278.025,277.677,277.32,276.994,276.743,276.493,276.39,278.105,279.763,277.196,275.037,275.645,273.93,271.822,270.674,269.8,267.93,266.703,266.043,263.983,262.032,259.68,257.69,255.265,253.202,250.895,248.943,246.96,244.58,242.57,240.47,238.26,236.08,234.41,232.19,230.3,228.158,225.55,223.193,220.94
111,292.426,292.66,292.52,292.293,292.108,291.919,291.692,291.46,291.236,291.058,290.842,290.683,290.412,290.328,290.064,289.89,289.67,289.475,289.305,289.099,288.886,288.48,288.082,287.645,287.182,286.732,286.29,285.79,285.361,285.653,285.644,285.305,285.093,284.752,284.317,283.833,283.47,283.233,283.18,282.823,282.52,282.823,283.542,283.73,283.728,283.305,282.897,282.538,282.19,282.01,281.543,281.006,279.304,277.92,275.636,273.733,271.935,270.106,270.443,268.682,266.665,265.34,263.633,261.786,259.655,257.925,255.873,253.898,251.657,249.084,246.85,244.426,242.576,240.57,238.567,236.458,234.558,232.507,230.48,228.313,226.335,224.53,222.216
