,0.001km,0.025km,0.05km,0.075km,0.1km,0.125km,0.15km,0.175km,0.2km,0.225km,0.25km,0.275km,0.3km,0.325km,0.35km,0.375km,0.4km,0.425km,0.45km,0.475km,0.5km,0.55km,0.6km,0.65km,0.7km,0.75km,0.8km,0.85km,0.9km,0.95km,1.0km,1.05km,1.1km,1.15km,1.2km,1.25km,1.3km,1.35km,1.4km,1.45km,1.5km,1.55km,1.6km,1.65km,1.7km,1.75km,1.8km,1.85km,1.9km,1.95km,2.0km,2.25km,2.5km,2.75km,3.0km,3.25km,3.5km,3.75km,4.0km,4.25km,4.5km,4.75km,5.0km,5.25km,5.5km,5.75km,6.0km,6.25km,6.5km,6.75km,7.0km,7.25km,7.5km,7.75km,8.0km,8.25km,8.5km,8.75km,9.0km,9.25km,9.5km,9.75km,10.0km
0,16.117,16.618,17.139,17.661,18.182,18.704,19.225,19.747,20.268,20.79,21.311,21.833,22.354,22.876,23.397,23.919,24.44,24.962,25.483,26.005,26.41,27.123,27.836,28.549,29.261,30.256,31.275,32.295,33.314,33.84,33.582,33.324,33.066,32.808,32.55,32.292,32.034,31.776,31.517,31.161,30.805,30.449,30.094,29.738,29.382,29.026,28.67,28.314,27.858,26.916,25.975,21.268,16.562,11.855,8.057,8.371,8.685,8.999,9.313,9.574,9.756,9.939,10.122,10.305,10.487,9.562,8.553,7.545,6.536,5.528,4.519,4.337,5.032,5.727,6.422,7.116,7.811,8.506,9.201,20.248,39.115,57.983,76.85
1,24.162,24.582,25.019,25.456,25.893,26.33,26.768,27.205,27.642,28.079,28.516,28.953,29.39,29.827,30.264,30.701,31.139,31.576,32.013,32.45,32.868,33.689,34.51,35.331,36.152,37.127,38.116,39.105,40.093,41.194,42.472,43.751,45.029,46.308,47.587,48.865,50.144,51.422,52.658,48.817,44.976,41.135,37.293,33.452,29.611,25.77,21.929,18.088,14.89,14.777,14.664,14.097,13.531,12.964,12.614,13.242,13.869,14.497,15.125,14.432,11.783,9.133,6.484,3.835,1.185,10.308,20.316,30.324,40.331,50.339,60.346,62.436,56.119,49.802,43.486,37.169,30.852,24.535,18.218,22.27,34.153,46.036,57.919
2,15.347,16.994,18.71,20.426,22.142,23.858,25.574,27.289,29.005,30.721,32.437,34.153,35.869,37.584,39.3,41.016,42.732,44.448,46.164,47.879,48.33,48.158,47.987,47.816,47.644,47.146,46.619,46.091,45.564,45.045,44.539,44.034,43.528,43.023,42.518,42.012,41.507,41.001,40.486,38.808,37.131,35.453,33.776,32.098,30.421,28.743,27.066,25.388,23.919,23.449,22.978,20.627,18.277,15.926,15.553,24.134,32.715,41.297,49.878,57.21,62.691,68.173,73.654,79.136,84.617,77.929,70.326,62.723,55.12,47.518,39.915,36.889,38.72,40.552,42.384,44.216,46.048,47.88,49.712,53.113,57.699,62.286,66.872
3,21.741,22.577,23.449,24.32,25.191,26.062,26.934,27.805,28.676,29.548,30.419,31.29,32.162,33.033,33.904,34.775,35.647,36.518,37.389,38.261,38.821,39.678,40.535,41.392,42.249,43.152,44.059,44.966,45.873,46.021,44.962,43.903,42.844,41.786,40.727,39.668,38.609,37.55,36.478,33.834,31.191,28.548,25.904,23.261,20.617,17.974,15.331,12.687,10.532,10.721,10.909,11.849,12.789,13.73,15.314,19.814,24.314,28.814,33.314,39.388,47.793,56.198,64.603,73.008,81.413,81.206,80.353,79.5,78.646,77.793,76.939,72.517,64.305,56.093,47.881,39.669,31.458,23.246,15.034,17.854,29.008,40.161,51.315
4,9.566,13.248,17.084,20.919,24.755,28.59,32.426,36.261,40.097,43.933,47.768,51.604,55.439,59.275,63.111,66.946,70.782,74.617,78.453,82.289,82.626,80.337,78.047,75.758,73.469,71.279,69.099,66.919,64.738,64.228,66.371,68.514,70.658,72.801,74.945,77.088,79.231,81.375,83.508,84.474,85.44,86.406,87.372,88.337,89.303,90.269,91.235,92.201,93.057,93.386,93.715,95.361,97.006,98.652,99.735,98.27,96.805,95.34,93.874,91.048,86.206,81.364,76.522,71.68,66.838,69.603,72.939,76.275,79.61,82.946,86.282,87.724,87.156,86.587,86.019,85.45,84.882,84.313,83.745,78.452,69.592,60.732,51.872
5,15.46,18.271,21.199,24.127,27.056,29.984,32.912,35.84,38.768,41.697,44.625,47.553,50.481,53.409,56.338,59.266,62.194,65.122,68.05,70.979,72.283,73.517,74.751,75.985,77.218,78.622,80.041,81.46,82.879,83.528,82.953,82.379,81.804,81.229,80.654,80.079,79.505,78.93,78.363,78.733,79.103,79.473,79.843,80.213,80.584,80.954,81.324,81.694,82.085,82.579,83.073,85.541,88.01,90.478,91.553,86.321,81.088,75.856,70.623,66.69,64.68,62.67,60.66,58.65,56.64,61.262,66.383,71.503,76.623,81.743,86.863,89.071,88.187,87.302,86.418,85.534,84.649,83.765,82.881,81.609,80.046,78.482,76.919
6,10.737,15.103,19.651,24.199,28.747,33.295,37.843,42.391,46.939,51.487,56.035,60.583,65.131,69.679,74.227,78.775,83.323,87.871,92.419,96.967,96.908,92.889,88.87,84.85,80.831,78.803,76.954,75.104,73.255,71.827,71.068,70.308,69.549,68.79,68.031,67.271,66.512,65.753,65.005,65.615,66.225,66.835,67.445,68.055,68.665,69.275,69.885,70.495,70.927,70.504,70.081,67.965,65.849,63.733,60.182,50.136,40.089,30.043,19.996,14.552,15.923,17.293,18.664,20.034,21.404,31.241,41.714,52.187,62.661,73.134,83.607,88.357,87.03,85.704,84.377,83.05,81.724,80.397,79.071,81.053,85.536,90.018,94.5
7,24.287,25.319,26.395,27.47,28.546,29.622,30.697,31.773,32.848,33.924,35.0,36.075,37.151,38.226,39.302,40.378,41.453,42.529,43.604,44.68,45.277,46.067,46.856,47.646,48.435,49.816,51.251,52.685,54.12,55.277,55.993,56.71,57.427,58.143,58.86,59.576,60.293,61.009,61.719,61.566,61.414,61.261,61.109,60.956,60.804,60.651,60.499,60.346,60.117,59.519,58.921,55.93,52.94,49.949,47.841,49.725,51.608,53.492,55.376,55.948,54.577,53.207,51.836,50.466,49.096,42.506,35.524,28.542,21.56,14.578,7.595,4.613,5.876,7.14,8.403,9.666,10.93,12.193,13.456,13.05,11.382,9.714,8.046
8,15.32,17.424,19.615,21.806,23.998,26.189,28.38,30.572,32.763,34.954,37.146,39.337,41.528,43.72,45.911,48.102,50.294,52.485,54.677,56.868,56.493,53.567,50.642,47.716,44.791,43.325,41.99,40.655,39.32,37.532,35.026,32.52,30.014,27.509,25.003,22.497,19.991,17.485,14.998,14.704,14.41,14.116,13.822,13.528,13.235,12.941,12.647,12.353,12.159,12.444,12.728,14.15,15.573,16.995,19.233,25.165,31.096,37.028,42.96,45.653,43.552,41.451,39.349,37.248,35.147,31.392,27.513,23.634,19.755,15.876,11.997,10.521,11.595,12.669,13.742,14.816,15.89,16.964,18.038,19.331,20.791,22.25,23.709
9,30.788,30.992,31.205,31.418,31.631,31.844,32.057,32.27,32.483,32.696,32.909,33.122,33.335,33.548,33.761,33.975,34.188,34.401,34.614,34.827,34.848,34.728,34.609,34.489,34.37,34.372,34.385,34.399,34.412,33.894,32.531,31.168,29.805,28.443,27.08,25.717,24.354,22.991,21.651,22.929,24.207,25.485,26.763,28.041,29.319,30.597,31.875,33.153,34.208,34.198,34.189,34.139,34.09,34.04,33.792,32.641,31.489,30.338,29.187,26.843,22.732,18.621,14.509,10.398,6.287,6.938,7.947,8.955,9.964,10.972,11.981,12.868,13.626,14.384,15.142,15.9,16.658,17.416,18.174,18.678,18.991,19.304,19.616
10,18.477,21.035,23.7,26.364,29.029,31.693,34.358,37.023,39.687,42.352,45.016,47.681,50.345,53.01,55.674,58.339,61.003,63.668,66.332,68.997,66.975,58.959,50.943,42.927,34.911,32.01,29.57,27.129,24.688,22.834,21.913,20.992,20.07,19.149,18.228,17.306,16.385,15.464,14.549,14.442,14.336,14.229,14.122,14.015,13.909,13.802,13.695,13.588,13.593,14.134,14.675,17.378,20.082,22.786,24.716,23.146,21.576,20.007,18.437,16.579,14.295,12.011,9.727,7.444,5.16,5.361,5.749,6.137,6.524,6.912,7.3,9.798,14.536,19.273,24.011,28.748,33.486,38.224,42.961,46.722,49.745,52.768,55.791
11,26.07,27.637,29.27,30.903,32.535,34.168,35.8,37.433,39.066,40.698,42.331,43.963,45.596,47.229,48.861,50.494,52.126,53.759,55.392,57.024,57.971,59.284,60.596,61.909,63.222,64.658,66.106,67.554,69.001,67.905,62.767,57.628,52.489,47.35,42.212,37.073,31.934,26.796,21.693,20.911,20.128,19.345,18.562,17.779,16.996,16.213,15.431,14.648,14.045,14.303,14.562,15.855,17.148,18.441,19.102,16.905,14.707,12.509,10.312,9.258,9.897,10.537,11.176,11.816,12.455,24.983,38.404,51.825,65.246,78.668,92.089,98.816,98.437,98.058,97.679,97.3,96.921,96.542,96.163,96.238,96.654,97.071,97.488
12,16.883,20.248,23.752,27.256,30.761,34.265,37.77,41.274,44.779,48.283,51.787,55.292,58.796,62.301,65.805,69.309,72.814,76.318,79.823,83.327,84.739,85.79,86.841,87.892,88.943,89.216,89.419,89.622,89.825,89.358,87.826,86.294,84.761,83.229,81.696,80.164,78.632,77.099,75.566,73.929,72.292,70.656,69.019,67.382,65.745,64.108,62.471,60.834,59.456,59.316,59.176,58.475,57.774,57.074,56.936,59.343,61.749,64.156,66.563,68.921,71.205,73.489,75.773,78.056,80.34,83.314,86.34,89.365,92.391,95.416,98.442,99.877,99.625,99.372,99.119,98.867,98.614,98.361,98.109,97.703,97.182,96.661,96.14
13,19.186,21.999,24.929,27.859,30.789,33.719,36.649,39.579,42.509,45.439,48.369,51.298,54.228,57.158,60.088,63.018,65.948,68.878,71.808,74.738,75.684,75.893,76.103,76.313,76.523,77.646,78.851,80.055,81.26,82.185,82.665,83.145,83.625,84.105,84.585,85.064,85.544,86.024,86.491,85.473,84.454,83.435,82.417,81.398,80.379,79.36,78.342,77.323,76.338,75.516,74.694,70.585,66.475,62.366,58.773,57.517,56.261,55.005,53.75,53.442,54.538,55.635,56.731,57.827,58.923,57.413,55.706,53.999,52.292,50.586,48.879,49.134,51.471,53.808,56.145,58.483,60.82,63.157,65.494,69.588,75.008,80.429,85.849
14,13.048,17.362,21.857,26.351,30.846,35.34,39.835,44.329,48.824,53.318,57.812,62.307,66.801,71.296,75.79,80.285,84.779,89.274,93.768,98.262,99.603,99.612,99.621,99.63,99.639,99.446,99.234,99.022,98.81,98.149,96.773,95.398,94.022,92.646,91.271,89.895,88.52,87.144,85.766,84.063,82.36,80.657,78.954,77.251,75.548,73.845,72.142,70.439,69.082,69.386,69.69,71.209,72.727,74.246,75.869,77.964,80.059,82.154,84.249,85.979,87.166,88.354,89.542,90.729,91.917,92.649,93.348,94.046,94.744,95.442,96.14,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.916,97.645,98.375,99.105
15,19.802,22.76,25.841,28.923,32.004,35.085,38.166,41.248,44.329,47.41,50.492,53.573,56.654,59.735,62.817,65.898,68.979,72.06,75.142,78.223,79.391,80.106,80.821,81.536,82.251,82.855,83.448,84.042,84.636,84.979,84.926,84.873,84.819,84.766,84.713,84.66,84.606,84.553,84.494,83.834,83.173,82.512,81.851,81.19,80.529,79.868,79.208,78.547,77.984,77.89,77.796,77.325,76.855,76.385,75.886,75.258,74.631,74.003,73.375,72.042,69.667,67.292,64.917,62.541,60.166,58.268,56.406,54.544,52.683,50.821,48.959,49.195,51.658,54.122,56.586,59.049,61.513,63.976,66.44,67.262,66.846,66.429,66.012
16,14.544,18.347,22.309,26.271,30.233,34.195,38.156,42.118,46.08,50.042,54.004,57.966,61.928,65.89,69.851,73.813,77.775,81.737,85.699,89.661,90.86,90.916,90.973,91.029,91.085,90.971,90.84,90.71,90.58,90.51,90.537,90.564,90.59,90.617,90.644,90.67,90.697,90.724,90.724,87.597,84.471,81.345,78.218,75.092,71.966,68.839,65.713,62.587,60.058,60.397,60.736,62.428,64.121,65.814,66.908,65.297,63.685,62.074,60.462,58.101,54.629,51.157,47.686,44.214,40.743,42.304,44.243,46.183,48.122,50.062,52.001,52.755,52.25,51.744,51.239,50.734,50.228,49.723,49.217,54.048,62.908,71.768,80.628
17,13.858,17.553,21.402,25.251,29.1,32.949,36.798,40.647,44.496,48.345,52.194,56.043,59.892,63.741,67.59,71.439,75.288,79.137,82.986,86.835,88.012,88.102,88.192,88.282,88.373,89.544,90.813,92.082,93.351,94.269,94.628,94.988,95.347,95.706,96.066,96.425,96.784,97.144,97.471,93.963,90.455,86.948,83.44,79.933,76.425,72.917,69.41,65.902,63.024,63.165,63.306,64.012,64.717,65.422,66.663,70.326,73.988,77.651,81.314,83.316,82.859,82.402,81.945,81.489,81.032,83.742,86.69,89.638,92.586,95.534,98.482,98.039,93.996,89.954,85.911,81.868,77.825,73.782,69.74,71.563,77.817,84.072,90.326
18,17.754,19.093,20.488,21.882,23.277,24.671,26.066,27.46,28.855,30.25,31.644,33.039,34.433,35.828,37.222,38.617,40.011,41.406,42.8,44.195,44.839,45.491,46.143,46.794,47.446,54.689,62.523,70.357,78.191,83.474,84.7,85.926,87.152,88.379,89.605,90.831,92.058,93.284,94.475,91.527,88.578,85.63,82.682,79.733,76.785,73.836,70.888,67.94,65.451,65.169,64.887,63.476,62.066,60.655,57.436,46.029,34.622,23.215,11.809,6.142,8.974,11.806,14.638,17.47,20.302,19.273,17.954,16.636,15.317,13.998,12.679,16.688,26.353,36.017,45.682,55.347,65.012,74.676,84.341,89.866,92.263,94.661,97.058
19,17.361,19.811,22.363,24.915,27.467,30.02,32.572,35.124,37.676,40.228,42.781,45.333,47.885,50.437,52.989,55.542,58.094,60.646,63.198,65.75,65.764,63.639,61.514,59.39,57.265,59.299,61.707,64.115,66.522,69.153,72.139,75.125,78.11,81.096,84.082,87.068,90.054,93.039,96.003,96.359,96.715,97.071,97.426,97.782,98.138,98.494,98.85,99.206,99.244,97.763,96.282,88.877,81.471,74.065,67.621,65.528,63.435,61.342,59.249,54.943,47.361,39.778,32.195,24.613,17.03,16.284,16.051,15.818,15.585,15.353,15.12,17.727,23.349,28.971,34.593,40.215,45.837,51.459,57.081,62.766,68.499,74.232,79.965
20,15.192,17.526,19.957,22.388,24.819,27.25,29.682,32.113,34.544,36.975,39.406,41.837,44.268,46.7,49.131,51.562,53.993,56.424,58.855,61.286,63.381,67.285,71.19,75.094,78.998,79.227,79.125,79.024,78.922,79.092,79.694,80.295,80.897,81.498,82.099,82.701,83.302,83.904,84.513,86.038,87.563,89.088,90.613,92.138,93.663,95.188,96.713,98.238,99.354,98.508,97.661,93.429,89.198,84.966,81.992,84.713,87.434,90.155,92.876,94.205,93.475,92.744,92.013,91.282,90.551,86.892,83.013,79.134,75.255,71.376,67.497,65.316,64.937,64.558,64.179,63.8,63.421,63.042,62.663,62.203,61.682,61.161,60.64
21,10.941,13.756,16.689,19.621,22.553,25.486,28.418,31.35,34.282,37.215,40.147,43.079,46.011,48.944,51.876,54.808,57.741,60.673,63.605,66.537,67.789,68.867,69.945,71.023,72.101,71.765,71.301,70.838,70.374,70.169,70.372,70.576,70.78,70.983,71.187,71.391,71.594,71.798,72.004,72.461,72.919,73.376,73.834,74.291,74.749,75.206,75.664,76.121,76.691,77.796,78.901,84.425,89.95,95.475,100.0,100.0,100.0,100.0,100.0,99.926,99.744,99.561,99.378,99.195,99.013,99.144,99.299,99.455,99.61,99.765,99.92,99.602,98.781,97.959,97.138,96.317,95.496,94.675,93.853,94.272,95.627,96.982,98.337
22,5.002,9.412,14.005,18.599,23.192,27.786,32.379,36.972,41.566,46.159,50.752,55.346,59.939,64.533,69.126,73.719,78.313,82.906,87.5,92.093,93.226,92.558,91.89,91.223,90.555,89.483,88.376,87.268,86.16,86.016,87.405,88.793,90.181,91.57,92.958,94.347,95.735,97.123,98.501,98.603,98.704,98.806,98.908,99.009,99.111,99.213,99.314,99.416,99.492,99.445,99.398,99.163,98.928,98.693,97.932,94.792,91.653,88.513,85.374,77.718,63.375,49.032,34.689,20.345,6.002,5.577,6.198,6.819,7.439,8.06,8.68,10.287,12.94,15.593,18.246,20.899,23.552,26.205,28.858,30.95,32.618,34.286,35.954
23,11.057,14.332,17.743,21.154,24.565,27.977,31.388,34.799,38.211,41.622,45.033,48.445,51.856,55.267,58.678,62.09,65.501,68.912,72.324,75.735,77.03,77.829,78.627,79.426,80.224,81.669,83.172,84.675,86.178,87.631,89.007,90.382,91.758,93.134,94.509,95.885,97.26,98.636,100.0,99.949,99.898,99.847,99.796,99.745,99.695,99.644,99.593,99.542,99.358,98.535,97.712,93.598,89.484,85.37,81.867,81.135,80.402,79.67,78.937,76.548,71.706,66.864,62.022,57.18,52.338,54.453,57.091,59.729,62.366,65.004,67.642,68.111,66.28,64.448,62.616,60.784,58.952,57.12,55.288,55.153,56.3,57.446,58.593
24,7.808,11.554,15.456,19.358,23.26,27.162,31.064,34.966,38.867,42.769,46.671,50.573,54.475,58.377,62.279,66.181,70.083,73.985,77.887,81.789,82.965,83.008,83.051,83.094,83.136,84.596,86.183,87.769,89.356,90.613,91.347,92.081,92.814,93.548,94.282,95.015,95.749,96.483,97.206,96.778,96.35,95.922,95.494,95.066,94.638,94.21,93.782,93.354,93.057,93.386,93.715,95.361,97.006,98.652,99.886,99.258,98.631,98.003,97.375,96.116,93.924,91.731,89.538,87.346,85.153,83.629,82.155,80.681,79.207,77.733,76.259,77.001,80.097,83.192,86.287,89.382,92.478,95.573,98.668,90.321,73.33,56.339,39.348
25,9.888,13.098,16.441,19.784,23.127,26.47,29.814,33.157,36.5,39.843,43.186,46.53,49.873,53.216,56.559,59.902,63.245,66.589,69.932,73.275,74.577,75.449,76.322,77.195,78.068,79.341,80.649,81.958,83.267,84.16,84.394,84.627,84.861,85.094,85.328,85.561,85.795,86.028,86.271,87.617,88.964,90.31,91.656,93.002,94.348,95.694,97.04,98.386,99.504,99.528,99.551,99.669,99.786,99.904,99.47,96.54,93.609,90.679,87.749,85.411,83.949,82.487,81.026,79.564,78.102,78.866,79.797,80.728,81.659,82.59,83.521,84.674,86.064,87.453,88.843,90.233,91.623,93.012,94.402,84.489,66.039,47.589,29.138
26,7.86,11.531,15.355,19.179,23.003,26.827,30.651,34.475,38.299,42.123,45.946,49.77,53.594,57.418,61.242,65.066,68.89,72.714,76.538,80.362,81.491,81.466,81.442,81.417,81.392,80.669,79.883,79.098,78.312,77.631,77.116,76.601,76.086,75.571,75.056,74.541,74.026,73.511,72.999,72.856,72.714,72.572,72.429,72.287,72.145,72.002,71.86,71.718,71.68,72.146,72.611,74.939,77.266,79.594,81.481,81.376,81.272,81.167,81.062,80.595,79.59,78.585,77.58,76.575,75.57,77.809,80.292,82.774,85.257,87.739,90.222,91.868,92.626,93.384,94.142,94.9,95.658,96.416,97.174,88.236,71.975,55.714,39.453
27,19.581,20.565,21.591,22.616,23.642,24.667,25.693,26.718,27.744,28.769,29.795,30.82,31.846,32.872,33.897,34.923,35.948,36.974,37.999,39.025,39.541,40.144,40.746,41.348,41.95,42.553,43.155,43.758,44.36,44.782,44.918,45.053,45.189,45.324,45.459,45.595,45.73,45.866,46.0,45.949,45.898,45.847,45.796,45.745,45.695,45.644,45.593,45.542,45.313,44.232,43.15,37.743,32.336,26.929,22.027,19.41,16.794,14.178,11.562,9.595,8.59,7.585,6.58,5.575,4.57,4.5,4.5,4.5,4.5,4.5,4.5,4.377,4.125,3.872,3.619,3.367,3.114,2.861,2.609,2.856,3.482,4.107,4.733
28,19.185,18.882,18.567,18.251,17.936,17.62,17.305,16.989,16.674,16.358,16.043,15.728,15.412,15.097,14.781,14.466,14.15,13.835,13.519,13.204,13.135,13.204,13.274,13.344,13.414,13.325,13.221,13.117,13.014,12.952,12.957,12.963,12.968,12.973,12.979,12.984,12.989,12.995,13.002,13.205,13.408,13.612,13.815,14.018,14.222,14.425,14.628,14.832,15.028,15.193,15.358,16.18,17.003,17.826,18.102,15.905,13.707,11.509,9.312,7.926,7.744,7.561,7.378,7.195,7.013,15.515,24.669,33.823,42.977,52.132,61.286,65.939,65.812,65.686,65.56,65.433,65.307,65.181,65.054,57.518,44.384,31.25,18.116
29,25.5,25.403,25.302,25.201,25.099,24.998,24.897,24.795,24.694,24.593,24.492,24.39,24.289,24.188,24.087,23.985,23.884,23.783,23.681,23.58,23.165,22.069,20.973,19.876,18.78,19.259,19.879,20.499,21.119,21.474,21.408,21.342,21.276,21.21,21.144,21.078,21.012,20.946,20.877,20.482,20.088,19.693,19.299,18.904,18.51,18.115,17.721,17.326,16.923,16.476,16.03,13.796,11.563,9.329,7.349,6.511,5.674,4.837,4.0,4.936,8.499,12.062,15.625,19.188,22.751,24.082,25.246,26.41,27.573,28.737,29.901,34.361,42.32,50.279,58.238,66.197,74.157,82.116,90.075,86.612,74.52,62.428,50.337
30,19.396,20.077,20.787,21.497,22.208,22.918,23.628,24.338,25.048,25.758,26.468,27.178,27.888,28.598,29.308,30.018,30.728,31.439,32.149,32.859,32.233,29.849,27.465,25.081,22.696,21.791,21.019,20.246,19.474,18.588,17.522,16.455,15.389,14.323,13.256,12.19,11.124,10.057,9.0,9.051,9.102,9.153,9.204,9.255,9.305,9.356,9.407,9.458,9.472,9.307,9.142,8.32,7.497,6.674,6.72,10.696,14.673,18.65,22.626,25.81,27.82,29.83,31.84,33.85,35.86,45.164,55.016,64.869,74.721,84.574,94.426,99.194,98.562,97.93,97.299,96.667,96.035,95.404,94.772,91.59,86.483,81.375,76.267
31,15.871,18.834,21.921,25.007,28.094,31.18,34.267,37.353,40.44,43.526,46.613,49.699,52.786,55.872,58.959,62.045,65.132,68.218,71.305,74.391,74.669,72.844,71.02,69.195,67.37,62.512,57.381,52.25,47.119,43.786,43.309,42.833,42.356,41.879,41.403,40.926,40.449,39.973,39.5,39.551,39.602,39.653,39.704,39.755,39.805,39.856,39.907,39.958,39.858,39.035,38.212,34.098,29.984,25.87,23.409,28.432,33.455,38.479,43.502,45.174,41.885,38.596,35.308,32.019,28.73,30.52,32.693,34.865,37.037,39.209,41.381,46.024,53.288,60.552,67.817,75.081,82.345,89.61,96.874,98.694,96.4,94.107,91.814
32,11.218,15.644,20.253,24.863,29.473,34.083,38.692,43.302,47.912,52.521,57.131,61.741,66.35,70.96,75.57,80.179,84.789,89.399,94.008,98.618,97.02,88.564,80.109,71.653,63.197,60.07,57.422,54.774,52.125,50.191,49.391,48.592,47.792,46.992,46.192,45.393,44.593,43.793,42.991,41.924,40.856,39.788,38.721,37.653,36.586,35.518,34.451,33.383,32.326,31.315,30.304,25.249,20.195,15.14,11.795,16.191,20.586,24.981,29.377,35.425,43.921,52.418,60.914,69.41,77.906,74.892,71.013,67.134,63.255,59.376,55.497,56.349,62.224,68.099,73.973,79.848,85.723,91.597,97.472,100.0,100.0,100.0,100.0
33,21.613,23.821,26.122,28.423,30.724,33.025,35.325,37.626,39.927,42.228,44.528,46.829,49.13,51.431,53.731,56.032,58.333,60.634,62.935,65.235,66.313,67.432,68.55,69.669,70.788,71.006,71.142,71.279,71.416,69.07,62.779,56.487,50.196,43.904,37.613,31.322,25.03,18.739,12.497,12.141,11.785,11.429,11.074,10.718,10.362,10.006,9.65,9.294,8.988,8.917,8.847,8.494,8.141,7.789,8.049,11.084,14.119,17.154,20.189,23.547,27.384,31.221,35.058,38.895,42.732,38.598,33.866,29.134,24.402,19.669,14.937,12.776,13.344,13.913,14.481,15.05,15.618,16.187,16.755,16.05,14.382,12.714,11.046
34,15.615,18.525,21.557,24.589,27.621,30.653,33.684,36.716,39.748,42.78,45.812,48.843,51.875,54.907,57.939,60.971,64.002,67.034,70.066,73.098,71.94,66.076,60.212,54.348,48.483,42.128,35.728,29.328,22.928,18.382,16.783,15.183,13.584,11.984,10.385,8.785,7.186,5.586,3.999,3.897,3.796,3.694,3.592,3.491,3.389,3.287,3.186,3.084,3.093,3.634,4.175,6.878,9.582,12.286,14.576,14.994,15.413,15.832,16.25,16.647,17.013,17.378,17.744,18.109,18.474,30.262,42.907,55.552,68.198,80.843,93.488,99.724,99.156,98.587,98.019,97.45,96.882,96.313,95.745,93.719,90.591,87.464,84.337
35,22.716,24.664,26.694,28.723,30.753,32.782,34.812,36.841,38.871,40.901,42.93,44.96,46.989,49.019,51.048,53.078,55.107,57.137,59.166,61.196,61.602,61.038,60.474,59.91,59.346,58.703,58.052,57.401,56.75,55.862,54.598,53.335,52.071,50.807,49.544,48.28,47.017,45.753,44.498,44.224,43.951,43.677,43.404,43.13,42.857,42.583,42.31,42.036,41.901,42.427,42.953,45.584,48.215,50.845,52.432,49.292,46.153,43.013,39.874,42.088,52.229,62.369,72.51,82.651,92.791,94.366,95.297,96.228,97.159,98.09,99.021,97.539,93.496,89.454,85.411,81.368,77.325,73.282,69.24,71.36,78.135,84.911,91.686
36,22.469,22.534,22.602,22.67,22.738,22.806,22.874,22.943,23.011,23.079,23.147,23.215,23.283,23.351,23.419,23.487,23.555,23.624,23.692,23.76,24.601,26.937,29.274,31.611,33.947,36.066,38.164,40.263,42.362,43.192,42.008,40.823,39.638,38.454,37.269,36.084,34.899,33.715,32.534,31.869,31.205,30.54,29.875,29.21,28.545,27.88,27.215,26.55,26.053,26.361,26.668,28.206,29.743,31.281,31.459,25.486,19.512,13.539,7.565,5.178,8.102,11.025,13.949,16.872,19.796,22.453,25.091,27.729,30.366,33.004,35.642,40.799,48.632,56.465,64.298,72.131,79.964,87.796,95.629,93.596,84.11,74.625,65.139
37,30.095,29.459,28.797,28.135,27.472,26.81,26.148,25.485,24.823,24.161,23.498,22.836,22.174,21.511,20.849,20.187,19.524,18.862,18.199,17.537,17.235,16.938,16.64,16.342,16.045,16.19,16.375,16.561,16.746,17.041,17.509,17.977,18.445,18.913,19.381,19.85,20.318,20.786,21.255,21.799,22.342,22.886,23.43,23.974,24.518,25.062,25.606,26.15,26.445,25.547,24.649,20.158,15.668,11.178,7.595,8.118,8.641,9.164,9.688,9.779,9.231,8.683,8.135,7.586,7.038,7.794,8.647,9.5,10.354,11.207,12.061,17.77,28.635,39.5,50.365,61.23,72.095,82.96,93.825,90.127,75.429,60.732,46.034
38,28.326,27.777,27.206,26.635,26.065,25.494,24.923,24.352,23.781,23.21,22.639,22.068,21.497,20.926,20.355,19.784,19.213,18.642,18.071,17.5,16.985,16.001,15.018,14.034,13.051,12.753,12.517,12.281,12.045,11.953,12.089,12.226,12.362,12.499,12.635,12.772,12.908,13.045,13.182,13.469,13.756,14.043,14.329,14.616,14.903,15.189,15.476,15.763,16.085,16.579,17.073,19.541,22.01,24.478,26.519,26.624,26.728,26.833,26.938,25.527,21.873,18.218,14.564,10.91,7.255,8.515,10.144,11.774,13.403,15.032,16.661,18.971,22.003,25.035,28.067,31.099,34.131,37.163,40.195,46.666,55.735,64.804,73.873
39,31.665,31.205,30.726,30.247,29.768,29.289,28.81,28.331,27.852,27.373,26.894,26.415,25.936,25.457,24.978,24.499,24.02,23.541,23.062,22.583,22.732,23.562,24.392,25.222,26.052,27.436,28.871,30.305,31.74,32.8,33.267,33.734,34.202,34.669,35.136,35.603,36.07,36.537,37.005,37.564,38.123,38.682,39.241,39.801,40.36,40.919,41.478,42.037,42.5,42.5,42.5,42.5,42.5,42.5,43.542,49.297,55.053,60.809,66.565,65.654,54.874,44.094,33.314,22.534,11.753,12.01,13.096,14.182,15.269,16.355,17.441,23.025,33.384,43.744,54.104,64.463,74.823,85.182,95.542,99.703,99.182,98.661,98.14
